name,apparition,affiliations,occupations,origin,status,age,birthday,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty
Spoil,Chapter 448;Episode 343[1],Thriller Bark Victim's Association[1],Chairman ofThriller Bark Victim's Association[1],,Alive,,September 15th[2],,,,,,,
Squard,Chapter 551;Episode 460[1],Maelstrom Spider Pirates;Whitebeard Pirates[1],Pirate;Captain[1],Grand Line[2],Alive,50 (debut);52 (after timeskip)[2],September 6th[3],"228 cm (7'5"")[2]",,F[2],,,,"210,000,000[2]"
Stainless,Chapter 96;[1]Episode 151[2],Marines[1],Vice Admiral,,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[3]"
Stalker,Chapter 524;Episode 421[1],MarinesG-1 Branch[1],MarineLieutenant Junior Grade,Grand Line[2],Alive,,September 28th[2],,,,,,G-1,"At least1,000,000[3]"
Stansen,Chapter 500;Episode 394[1],New Giant Warrior Pirates;Straw Hat Grand Fleet;Buggy's Delivery(former)[2],Pirate;Shipwright;Mercenary(former);[2]Slave (former),Grand Line[3],Alive,,May 27th[4],,,,,,Elbaph,
Stealth Black,Chapter 931(mentioned);Episode 925[1],Germa 66(fictional)[1],,,Alive,,,,,,,,,
Stephen,SBS Volume 58[1],Whitebeard Pirates[1],Pet,,Alive,,,,,,,,,
StellySterry (WT100),Chapter 586;Episode 500[1],,Kingof the Goa Kingdom;Noble(former),East Blue(Dawn Island),Alive,"8 (flashback, debut)[1]20 (after timeskip)[2]",March 12th[3],"180 cm (5'11"")[2]",,S[2],,,Goa Kingdom,
Staybe[1],Chapter 361;Episode 251[2],Water 7[2],Station Manager[2],,Alive,,,,,,,,,
Supersonic Duck SquadronSuper Spot-Billed Duck Troops (OPCG),,,,,,,,,,,,,,
Strawberry,Chapter 420;Episode 302[1],Marines[1],Vice Admiral;Rear Admiral(former)[2],,Alive,,January 5th[3],,,,,,,"At least ★★★★★(At least500,000,000)[4]"
Streusen,Chapter 858;Episode 827[1],Big Mom Pirates[1];Rocks Pirates(former)[2],Executive Chef;[1]Pirate[3],Grand Line[4],Alive,92[4],April 27th[5],"140 cm (4'7"")[4]",,S[4],Cook-Cook Fruit,Paramecia,Whole Cake Island[1],
,Chapter 908;Episode 886[1],Levely[1],King[1],,Alive,,,,,,,,Beef Kingdom[2],
"Stronger (Funimation, VIZ);Strongheart (Formerly VIZ)",Chapter 223;Episode 146[1],Blackbeard Pirates[1],Doc Q's horse;Pet[1],,Alive,,April 16th[3],,,,"Horse-Horse Fruit, Pegasus Model",Mythical Zoan,Hachinosu[2],
Stussy,Chapter 860;[1]Episode 828(silhouette);[2]Episode 830(actual)[1],CP0(undercover; former)[3][4]Underworld(undercover);[1]MADS[4],Cipher PolAgent (undercover; former);[3]Empress of the Underworld[1],MADS Research Ship[5],Unknown,36[5],April 24th[6],"179 cm (5'10"")[7]",,S[7],,Zoan,,
Su;Suu (Funimation),Chapter 239;Episode 154[1],Skypiea,Pet,,Alive,,September 24th[2],,,,,,,
,Chapter 931;Episode 925[1],FujinandRaijin[1],,,Alive,,,,,,,,Wano Country(Flower Capital)[1],
Sugar,Chapter 682;Episode 608[1],Donquixote Pirates[1],PirateSpecial Officer[2],North Blue[5],Alive,22[3](Physically 10)[3],October 22nd[4],"110 cm (3'7½"")[5]",,XF[5],Hobby-Hobby Fruit,Paramecia,Dressrosa(former),
,Chapter 963[1],Germ Pirates[1],Pirate[1],,Alive,,,,,,,,,
,Chapter 963[1],Germ Pirates[1],Pirate Captain[1],,Alive,,,,,,,,,
Suke,Chapter 927;Episode 919[1],Kyoshiro Family[1],,,Alive,,,,,,,,Wano Country,
Loki Clownin,Chapter 536;Episode 437[1],,Impel Down Guard[1],,Alive,,,,,,,,,
Sukune,Chapter 1151(cover)[1],,Sumo Wrestler[1],,Alive,,,,,,,,Wano Country[1],
Suleiman,Chapter 704;[1]Episode 632[2],Beautiful Pirates;[3]Underworld(former);Straw Hat Grand Fleet,Pirate;[3]War Criminal;Mercenary(former)[4],South Blue[5],Alive,40[5],January 30th[6],"240 cm (7'10½"")[5]",,S[5],,,,"67,000,000[5]"
Sambel,Chapter 0;Episode 0[1],Roger Pirates,Pirate,,Unknown,,,,,,,,,
Surume,Chapter 604;Episode 524[1],New Fish-Man Pirates(defected)[2],Pet;Slave(former),North Blue(North Pole)[3],Alive,120[4],June 9th[5],,,S[4],,,,
,Chapter 401;Episode 286[1],,,,Unknown,,,,,,,,Enies Lobby,
Sweetpea,Chapter 514;Episode 408[1],Kuja;Kuja Pirates,Warrior (Former);[1]Pirate[2],Calm Belt(Amazon Lily)[3],Alive,,January 14th[4],,,,,,Amazon Lily,
T-Bone;T Bone (WT100),Chapter 365;Episode 255[1],Marines[2],MarineVice Admiral;[3]Marine Rear Admiral(promoted);[4]Marine Captain(promoted);[1]Knight (former)[2],Grand Line[5],Deceased,"51 (debut)53 (after timeskip, at death)[5]",September 10th[7],"200 cm (6'7"")[5]",,X[5],,,,"At least ★★★★★(At least500,000,000)[8]"
,Chapter 969;Episode 971[1],Hyougoro Family[1],,,Deceased,,,,,,,,Flower Capital[1],
,Chapter 951;Episode 952[1],Kurozumi Family[2],Retainer;[2]Checkpoint Guard[3],,Alive,,,,,,,,Wano Country(Flower Capital),
,Chapter 920;Episode 911[1],Kouzuki Family[1];Ninja-Pirate-Mink-Samurai Alliance[2],,,Alive,,,,,,,,Wano Country[1],
Taco,Chapter 905;Episode 882[1],,Kingof theShishano Kingdom[1],,Alive,,December 9th[2],,,,,,Shishano Kingdom[1],
,Chapter 927;Episode 921[1],Komurasaki[2],Kamuro[2],,Alive,,,,,,,,Wano Country(Flower Capital),
Take,Chapter 75;[1]Episode 33[2],Arlong Pirates[1],Pirate;[1]Commander of Parties[3],"Grand Line(Ryugu Kingdom,Fish-Man Island)[4]",Alive,,August 21st[4],,,,,,"Fish-Man District(former),Arlong Park(former)",
Tama,Chapter 909;Episode 890[1],Oide,Pet,,Alive,,,,,,,,Sphinx,
"Tamachibi (Funimation),Tama (Viz)",Chapter 134;Episode 81[1],Stool Restaurant[1][2],,Grand Line(Drum Island)[3],Alive,,June 17th[3],,,,,,"Cocoa Weed,Drum Island[1]",
Tamago,Chapter 651;Episode 570[1],Big Mom Pirates[1],Combatant;[1]Broker,Grand Line[2],Alive,46[2],May 14th[3],"301 cm (9'10"")[2]",,XF[2],Egg-Egg Fruit,Zoan[5],Whole Cake Island,"429,000,000[4]"
Tamagon,Chapter 325;Episode 231[1],Franky Family[1];Galley-La Company[2],Dismantler;Bounty Hunter[1],,Alive,,,,,,,,Water 7[1],
OnionTamanegi (Odex),Chapter 23;Episode 9[1],Usopp Pirates(disbanded)[1],PretendPirate(formerly),East Blue(Gecko Islands),Alive,9 (debut)11 (after timeskip)[2],April 10th[2],"124 cm (4'1"")[2]",,S[2],,,Syrup Village,
Tank Lepant (FUNimation),Chapter 706;Episode 636[1],Riku Family,Army Commander (Viz: Military Captain)[2],,Alive,,November 28th[3],,,,,,,
Tansui,Chapter 197(cover);[1]Episode 386[2],Macro Pirates;[1]Sun Pirates(former)[3],Pirate;Slave trader[4],Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,,,,,,,Ryugu Kingdom(former),
,Chapter 713[1],Tontatta Tribe[1],,,Alive,,,,,,,,Green Bit,
"Taralan (Viz Manga), Tararan (Funimation dub)",Chapter 452;Episode 346[1],Thriller Bark Pirates[1],General Zombie;[1]Commander of the Spider Mice,,Deceased,,,,,,,,Thriller Bark,
Taro,Chapter 0;Episode 0[1],Roger Pirates,Pirate,,Unknown,,,,,,,,,
Taroimo,Chapter 523;Episode 418[1],Karakuri Island,Cyborganimal; Pet,,Alive,,October 16th[2],,,,,,,
Tashigi,Chapter 96;Episode 48[1],Marines;G-5Unit 01;[2]Loguetown Marine Base(former)[3],Captain;[2]Ensign[4](former);Master Chief Petty Officer[3](former),East Blue[5],Alive,21 (debut)[6]23 (after timeskip)[5],October 6th[7],"170 cm (5'7"")[6]",,S[5],,,G-5;Loguetown(former),"At least ★(At least100,000,000)[8]"
,Chapter 234;Episode 151[1],Whitebeard Pirates[1],Nurse[1],,Alive,,,,,,,,,
Tea IV,Chapter 823;Episode 777[1],Levely[2],King[2],,Alive,,,,,,,,Eigis Kingdom[3],
Needa Hand,Chapter 785;Episode 727[1],,Doctor[1],,Alive,,,,,,,,,
Tenjo-Sagari,"Chapter 980,Episode 986[1]",Beasts Pirates[1],Gifter,,Alive,,,,,,White SnakeSMILE,Artificial Zoan,,
Tensei,Chapter 1054;Episode 1081[1],Marines[1],Director of the Marine Bureau of Investigation[1],,Alive,,,,,,,,,
Terracotta,Chapter 213;Episode 128[1],ArabastaKingdom[1],Royal HeadChef; Royal Seamstress[1],,Alive,,September 25th[2],,,,,,,
Terry,Chapter 223;Episode 146[1],,Bartender[1],,Alive,,,,,,,,Mock Town[1],
Terry Gilteo,Chapter 440;Episode 324[1],Revolutionary Army[1],Revolutionary Army Intelligence Controller[2],,Alive,,,,,,,,,
Tera,SBS Volume 105(mentioned)[1],,,,Deceased,,,,,,,,,
Tell,SBS Volume 11(mentioned)[1],,Carpenter[1],East Blue(Conomi Islands),Alive,,,,,,,,Cocoyasi Village[1],
Thalassa Lucas,Chapter 142;Episode 91[1],Ilisia Kingdom,King(former),,Unknown,,July 27th[2],,,,,,,
Thatch,Chapter 440;Episode 325[1],Whitebeard Pirates[1],4th DivisionCommander;Pirate;[1]Cook[2],North Blue[4],Deceased,,March 24th[3],,,,,,,
Thormann,Chapter 1117[1],Giant Warrior Pirates[1],Pirate[1],,Alive,,,,,,,,Elbaph[1],
Tibbany[1]Elizabeth (Anime),Chapter 543(cover);[2]Episode 419[3],Kamabakka Kingdom,Okama,,Alive,,June 19th[4],,,,,,,
Tilestone,Chapter 323;Episode 230[1],Galley-La Company[1],Dock One Foreman[2];Shipwright[1],Grand Line(Water 7)[3],Alive,33 (debut)35 (after timeskip)[3],January 6th[4],"255 cm (8'4"")[3]",,S[3],,,Water 7,
Togare,Chapter 628;Episode 548[1],Neutral civilian,,Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,,,,,,,Coral Hill,
Tokijiro,Chapter 929;Episode 922[1],,,,Alive,,,,,,,,Wano Country(Flower Capital),
Tokikake,SBS Volume 75;[1]Movie 13;[2]Chapter 907;Episode 887[3],Marines[1],Vice Admiral[1],,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[4]"
Toko,Chapter 927;Episode 920[1],"Kouzuki Hiyori,Shimotsuki Family",Kamuro[1],,Alive,6[2],October 5th[2],"89 cm (2'11"")[2]",,F[2],,,,
Tom,Chapter 352;Episode 248[1],Tom's Workers[1],Shipwright[1],Grand Line(Ryugu Kingdom;Fish-Man Island)[2],Deceased,,March 16th[3],"296 cm (9'8"")[2]",,F[2],,,Water 7;Fish-Man Island(former),
,Chapter 956(cover)[1],,Musician,,Alive,,,,,,,,Dressrosa,
Tomato Gang,Chapter 179[1],Easter Egg,Debt Collector,,Alive,38 (debut)[2]40 (after timeskip)[3],,,,,,,,
,Chapter 960;Episode 960[1],,Shopkeeper,,Unknown,,,,,,,,Wano Country(Flower Capital),
,Chapter 650(cover)[1],Nomads,Nomad,Grand Line(Long Ring Long Land)[2],Alive,,,,,,,,,
Tonjit,Chapter 304;Episode 207[1],Nomads,"Nomad, Stilt walker",Grand Line(Long Ring Long Land)[2],Alive,61 (debut)63 (after timeskip)[2],October 2nd[3],"118 cm (3'10"")[2]",,F[2],,,,
,Chapter 650(cover)[1],Nomads,Nomad,Grand Line(Long Ring Long Land)[2],Alive,,,,,,,,,
Tony Tony Chopper,Chapter 134;Episode 81[1],"Straw Hat Pirates;Straw Hat Grand Fleet;Foxy Pirates(former, temporary);Ninja-Pirate-Mink-Samurai Alliance(disbanded)",Doctor; SeniorOfficer[2],Grand Line(Drum Island)[1],Alive,15 (debut)[7]17 (after timeskip)[8][9],December 24th (Christmas Eve)[10],"90 cm (2'11"") (hybrid form)[9]",,X[11],Human-Human Fruit,Zoan,"Sakura Kingdom(former);Torino Kingdom(former, temporary)","1,000[2]100[12]50[6]"
Topknot (Funimation);[1]Topknot Neptunian (OPCG),Chapter 101;Episode 55[2],Poseidon[3],,,Alive,,,,,,,,Calm Belt[2],
St. Topman Warcury,Chapter 233;Episode 151[1],Five Elders;[1]World Nobles[2],"Co-Head of theWorld Government(Public);[1]Warrior God of Justice(法務武神,Hōmu Bushin?, English versions: ""Godhead of Justice"")[3]",,Alive,,,,,,,,Mary Geoise[1],
Torasaburo,Chapter 815;Episode 766[1],,,,Deceased,,,,,,,,,
,Chapter 925;Episode 917[1],Blackbeard Pirates[1],Pirate[1],,Alive,,,,,,,,,
Tosa,Chapter 1089;Episode 1123[1],Marines[1],Vice Admiral[1],,Alive,,,,,,,,,"At least ★★★★★(500,000,000)[2]"
"Toto (FUNimation),Toh-Toh (Viz),Tu-tu (4Kids)",Chapter 163;Episode 100[1],Koza,Yuba villager,,Alive,,June 17th[2],,,,,,Yuba(Arabasta Kingdom),
Totts,Chapter 498;Episode 392[1],Bonney Pirates[1],Fishmonger (former);Pirate;[1],South Blue,Alive,,,,,,,,Sorbet Kingdom(former)[2],
,Chapter 909;Episode 892[1],,Magistrate[1],,Unknown,,,,,,,,Wano Country(Flower Capital),
Trafalgar D. Water Law,Chapter 498;Episode 392[1],Heart Pirates;[1]Clan of D.;Ninja-Pirate-Mink-Samurai Alliance(disbanded);Seven Warlords of the Sea[2](revoked);[3][4]Donquixote Pirates(defected)[5],Pirate Captain;[1]Doctor;[6]Warlord of the Sea (former),North Blue[1],Alive,24 (debut)[8]26 (after timeskip)[9],October 6th[10],"191 cm (6'3"") (debut, after timeskip)[8]",,F[11],Op-Op Fruit,Paramecia,Flevance(former);[7]Spider Miles(former);Swallow Island(former),"3,000,000,000[12]500,000,000[13]440,000,000[14]200,000,000[1]80,000,000(Non-Canon)≠[15]"
Trafalgar Lammy,Chapter 762;Episode 701[1],,,,Deceased,,,,,,,,Flevance,
Trebol,Chapter 700;Episode 629[1],Donquixote Pirates[1],PirateExecutive Officer;[1]StaffOfficer;Sugar's Bodyguard,North Blue[2],Alive,49[3],March 18th[4],"349 cm (11'5"")[2]",,F[2],Stick-Stick Fruit (Viz)Sticky-Sticky Fruit (FUNimation),Paramecia[5],Downs(former)Spider Miles(former)Dressrosa(former),"99,000,000[2]"
Tristan,Chapter 795;Episode 739[1],Mokomo Dukedom;Ninja-Pirate-Mink-Samurai Alliance,Nurse,,Alive,,,,,,,,Zou,
,Chapter 906;Episode 884[1],Levely[1],Prince[1],,Alive,,,,,,,,Nagagutsu Kingdom,
,SBS Volume 109(mentioned)[1],Kuja[1],Empress ofAmazon Lily[1],,Deceased,,,,,,,,Amazon Lily[1],
,Chapter 909;Episode 892[1],Nico Robin,Geisha Master[1],,Alive,,,,,,,,Wano Country(Flower Capital),
Tsukimi,Chapter 448(cover)[1],Moon[1],Scientist[1],,Deceased,,August 15th[2],,,,,,,
,Chapter 392;Episode 275[1],CP9(former),Cipher PolAgent,,Alive,,,,,,,,,
Tsunagoro,Chapter 947;Episode 946[1],Ninja-Pirate-Mink-Samurai Alliance(disbanded),Yakuzaboss; Prisoner (former)[2];Samurai,,Alive,,,,,,,,,
Antlerkov[1],Chapter 537;Episode 438[2],Newkama Land(former),Dancer,,Alive,,,,,,,,,
Tsuru,Chapter 234;Episode 151[1],Marines[1],Vice Admiral[1],North Blue[2],Alive,74 (debut)76 (after timeskip)[3],March 26th[4],204 cm (6’8”)[2],,X[2],Wash-Wash Fruit,Paramecia,,"At least ★★★★★(At least500,000,000)[5]"
,Chapter 971;Episode 972[1],Kurozumi Family[2],Retainer[2],,Deceased,,,,,,,,Wano Country(Flower Capital)[1],
,Chapter 933;Episode 928[1],,Machi-bugyō[2],,Alive,,,,,,,,Wano Country(Flower Capital),
Tsuru,Chapter 912;Episode 897[1],,Tea House Owner;[2]Waitress (Former)[3],,Alive,55[4],September 15th[4],"191 cm (6'3"")[4]",,F[4],,,"Okobore Town, Kuri,Wano Country[2]",
Turk[1],Chapter 598;Episode 517[2],Fake Straw Hat Crew[2],Pirate[2],East Blue[3],Alive,45[3],October 29th[3],"258 cm (8'5"")[3]",,X[3],,,,
Tyrannosaurus,Chapter 323;Episode 230[1],Iceburg[2],Iceburg'spet[2],,Alive,,October 20th[3],,,,,,Water 7,
,Chapter 292;Episode 189[1],,GodofSkypiea,Skypiea,Deceased,,,,,,,,,
"Moocy (VIZ Media, FUNimation dub);Usy (FUNimation simulcast);Bullcy (FUNimation subs)",Chapter 706;Episode 639[1],Corrida Colosseum,Gladiator[1],,Alive,,April 21st[3],,,,,,,
Ook-Ook,Chapter 743;Episode 677[1],,,,Alive,,,,,,,,Dressrosa,
Ooklicia,SBS Volume 77;[1]Chapter 877(cover);[2]Episode 710(fantasy);[3]Episode 1123[4],Niho Navy,,,Alive,,,,,,,,,
UK,Chapter 1029;Episode 1054[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
Carelesso (WT100);Ukkari (Live-Action),Chapter 4;Episode 2[1],Marines(Marine 153rd Branch)[1],Marine Seaman Recruit,East Blue[2],Alive,,February 17th[2],,,,,,Shells Town(153rd Branch)[1],"At least100,000[3]"
,Chapter 926;Episode 918[1],Kouzuki Family;[1]Ninja-Pirate-Mink-Samurai Alliance,Samurai[2],,Alive,,,,,,,,Wano Country(Flower Capital)[1],
Ulti,Chapter 977;Episode 982[1],Beasts Pirates(Tobiroppo) (former),Shinuchi,Grand Line[2],Alive,22[3],January 4th[2],"173 cm (5'8"")[3]",,XF[2],"Dragon-Dragon Fruit, Pachycephalosaurus Model",Ancient Zoan,,"400,000,000[2]"
Ultra King[1],Chapter 169;Episode 106[2],Rain Dinners[2],Assistant-Manager,,Alive,,,,,,,,,
Umit,Chapter 860;Episode 828[1],Underworld;[2]Umit Shipping,"Shipping Magnate(海運王,Kaiun-ō?, Viz: ""Shipping King""); Emperor of the Underworld[2]",,Alive,,September 23rd[3],,,,,,,
Chin (Funimation);[1]Long Jaw Neptunian (OPCG),Chapter 625;Episode 545;[2],Poseidon[3],,,Alive,,,,,,,,,
Yurusumaji Mask,One Piece Color Walk 2[1],Easter egg,Pandaman's rival,,Alive,,,,,,,,,
Uni,Chapter 810;Episode 757[1],Heart Pirates[2];Ninja-Pirate-Mink-Samurai Alliance(disbanded),Pirate[2],,Unknown,,,,,,,,,
Unigaro,Chapter 445;Episode 340[1],Thriller Bark Pirates[1],Wild Zombie,,Deceased,,,,,,,,,
Urashima,Chapter 913;Episode 899[1],,Sumo Wrestler[1],,Alive,,,,,,,,"Flower Capital,Wano Country[1]",
,Chapter 956;Episode 957[1],,Pirate,,Alive,,,,,,,,,
Urban,Chapter 1089;Episode 1123[1],Marines[1],Vice Admiral[1],,Alive,,,,,,,Paramecia,,"At least ★★★★★(500,000,000)[2]"
,Chapter 964;Episode 964[1],,,,Alive,,,,,,,,,
Urouge,Chapter 498;Episode 392[1],Fallen Monk Pirates[1],Pirate Captain[1],Sky Island,Alive,45 (debut)[3]47 (after timeskip)[4],August 1st[5],"388 cm (12'9"") (debut, after timeskip)[3]",,S[4],,,Ballon Terminal[2],"108,000,000[1]"
,Chapter 22;Episode 18[1],Animals of theIsland of Rare Animals,,,Alive,,,,,,,,,
Berry,,,,,,,,,,,,,,
Bunkov[1],Chapter 537;Episode 438[2],Newkama Land(former),"Dancer, Prisoner of the Great Prison (former)",,Alive,,,,,,,,,
Ushiano,Chapter 905;Episode 883[1],Revolutionary Army[1],West Army Deputy Commander,,Alive,,,,,,,,Baltigo(former);Momoiro Island,
,Chapter 978;Episode 982[1],Beasts Pirates(Armored Division)[1],Shinuchi[1][2],,Alive,,,,,,Giant TortoiseSMILE,Artificial Zoan,,
Usopp,Chapter 23;Episode 8[1],Straw Hat Pirates;Straw Hat Grand Fleet;Usopp Pirates(disbanded);Ninja-Pirate-Mink-Samurai Alliance(disbanded),Sniper; SeniorOfficer;[2]Toad Oil Salesman (temporary)[3],East Blue(Gecko Islands)[4],Alive,17 (debut)[11]19 (after timeskip)[12][13],April 1st (April Fool's Day)[14],"174 cm (5'9"") (debut)[15]176 cm (5'9"") (after timeskip)[12][13]",,S[16],,,"Syrup Village(former);Boin Archipelago(former, temporary)","500,000,000[2]200,000,000[10]30,000,000[9]"
Uta,Chapter 1055(flashback);[1]One Piece Film: Red;[2]Episode 1029[3],Red Hair Pirates(former),Singer;[2]Musician(former);[4]Pirate(former)[4],,Unknown,21[4],October 1st[5],169 cm (5'6½”)[5],,XF[5],Sing-Sing Fruit,Paramecia,Elegia(former),
,Chapter 936;Episode 932[1],Beasts Pirates[1],Waiter;Prisoner MineChief Guard[1],,Alive,,,,,,,,,
Uzu,Chapter 658;Episode 583[1],,,,Alive,,,,,,,,,
,Chapter 949;Episode 949[1],Uzuki Family[2],Samurai; Prisoner (former)[2][1],,Alive,,,,,,,,,
Uzuki Tempura,Chapter 1024;Episode 1048[1],,Samurai;DaimyoofUdon[2],Grand Line(Wano Country)[3],Deceased,,July 23rd[3],334 cm (11')[3],,X[3],,,Wano Country(Udon)[3],
"Van Augur (VIZ)Van Ogre (Formerly VIZ, Edited Funimation)Van Auger (Uncut Funimation)",Chapter 222;Episode 146[1],Blackbeard Pirates[2],Pirate;Sniper;[2]Titanic Captain(Captain of the Third Ship),East Blue[3],Alive,25 (debut)27 (after timeskip)[3],October 5th[5],"340 cm (11'2"")[3]",,X[3],Warp-Warp Fruit,Paramecia,Hachinosu[4],"At least64,000,000[3]"
Vander Decken,Chapter 606;Episode 525(mentioned)[1],Flying Dutchman[1],Captain[1],,Deceased,,,,,,,,,
Vander Decken IX,Chapter 606;Episode 525[1],Flying Pirates;[2]Ally of theNew Fish-Man Pirates(former),Pirate;Captain[2],Grand Line(Ryugu Kingdom;Fish-Man Island)[3],Alive,35[3],August 22nd[4],"352 cm (11'7"")[3]",,XF[3],Mark-Mark Fruit,Paramecia,Flying Dutchman(former),Unknown[3]
Vasco Shot,Chapter 575;Episode 484[1],Blackbeard Pirates;[1][2]Impel Down[3](former),Pirate;Titanic Captain(Captain of the Eighth Ship);[4]Prisoner of the Great Prison[3](former),South Blue[4],Alive,36 (debut)38 (after timeskip)[4],August 5th[6],"573 cm (18'10"")[4]",,X[4],Glug-Glug Fruit,Paramecia,Hachinosu[5],Unknown[7]
Dr. Vegapunk,Chapter 684;Episode 610(shadowed)[1]Chapter 1061;Episode 1090(satellite)[2]Chapter 1066;Episode 1096[3],MADS(former);[4]Marines(former) (SSG)[1],Scientist[1],Grand Line(Karakuri Island)[5],Deceased,,August 9th[9],"314cm (10'4"")[9]",,S[9],Brain-Brain Fruit,Paramecia,Egghead;[6]Punk Hazard(former);Karakuri Island(former),
Vergo,Chapter 671;Episode 597[1],Donquixote Pirates;[2]Marines[3](undercover);[2]MarineG-5[3](undercover)[2],"Pirate[2]Elite Officer;[4]Vice Admiral[3](undercover);[2]Head ofG-5(undercover);[3]Marine Captain(undercover, former)[5]",North Blue[10],Deceased,,July 5th[9],"247 cm (8'1"")[10]",,X[10],,,Downs(former)G-5(former),
Berry Good,Chapter 426;Episode 309[1],Marines[1],Marine Captain,,Alive,,September 10th[2],,,,Berry-Berry Fruit,Paramecia,,"At least ★(At least100,000,000)[3]"
Victoria Cindry,Chapter 446;Episode 340[1],Thriller Bark Pirates; Dr.Hogback[2],Actress (in life);[3]Soldier Zombie,West Blue[4],Deceased,,May 4th[4],"188 cm (6'2"")[4]",,F[4],,,,
Victoria Broth Splatterina,SBS Volume 87(Mentioned)[1],,,,Deceased,,,,,,,,South Blue(Kutsukku Island)[2],
,Chapter 956;Episode 957[1],Sankan Kingdom,Prince,,Alive,,,,,,,,,
Vinsmoke Ichiji,Chapter 828;Episode 787[1],Vinsmoke Family;Germa Kingdom;Germa 66[1][2],Prince;[2]Mercenary,North Blue(Germa Kingdom)[3],Alive,21[5][6],March 2nd[5][6],"186 cm (6'1"")[6]",,S (RH-)[6],,,,
Vinsmoke Judge,Chapter 832;Episode 793[1],Vinsmoke Family;Germa Kingdom;Germa 66;[1]NEO MADS;[2]MADS(former),Kingof the Germa Kingdom;Supreme Commanderof Germa 66;[1]Scientist;[3];Mercenary,North Blue(Germa Kingdom)[4],Alive,56[4],May 12th[6],"272 cm (8'11"")[4]",,S[4],,,,
Vinsmoke Niji,Chapter 828;Episode 787[1],Vinsmoke Family;Germa Kingdom;Germa 66[2],Prince;[2]Mercenary,North Blue(Germa Kingdom)[3],Alive,21[6][7],March 2nd[6][7],"185 cm (6'1"")[7]",,S (RH-)[7],,,,
Vinsmoke Reiju,Chapter 826;Episode 784[1],Vinsmoke Family;Germa Kingdom;Germa 66[1],Princess;Mercenary,North Blue(Germa Kingdom)[2],Alive,24[3],November 30th[4],"173 cm (5'8"")[3]",,F[3],,,,
Vinsmoke Sora,"Chapter 841;[1]Episode 803(image),Episode 804",Vinsmoke Family;Germa Kingdom[1],Queen[1],,Deceased,,July 9th[2],,,,,,,
Vinsmoke Yonji,Chapter 825;Episode 783[1],Vinsmoke Family;Germa Kingdom;Germa 66[2],Prince;Mercenary[2],North Blue(Germa Kingdom)[3],Alive,21[4][5],March 2nd[4][5],"194 cm (6'4"")[5]",,S (RH-)[5],,,,
Viola,Chapter 703;Episode 632[1],Riku Family[1];Donquixote Pirates[2](defected),PrincessofDressrosa;PirateOfficer (former);[2]Assassin(former);[2]Dancer;[1],Grand Line(Dressrosa)[3],Alive,29[4],April 30th[5],"178 cm (5'10"")[3]",,X[3],Glare-Glare Fruit,Paramecia,,
Vista,Chapter 552;[1]Episode 0[2],Whitebeard Pirates[1](former),5th DivisionCommander(former);Pirate[1],North Blue[3],Alive,45 (debut)47 (after timeskip)[3],February 5th[4],"328 cm (10'9"")[3]",,X[3],,,,Unknown[3]
Vitan,Chapter 553[1],Whitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
Vito,Chapter 812;Episode 763[1],Fire Tank Pirates[2],"Pirate, Advisor;[2]Mafia gangster (former)",West Blue[3],Alive,36[3],October 21st[4],"242 cm (7'11"")[3]",,S[3],,,,"95,000,000[3]"
Wadatsumi,Chapter 606;Episode 525[1],Sun Pirates;[2]Flying Pirates(former)[1],Pirate[1],Grand Line(Ryugu Kingdom)[3],Alive,25[3],February 9th (Pufferfish Day)[4],"80 m (262'5"")[3]",,F[3],,,,
,Chapter 915;Episode 901[1],,Restaurant Owner,,Alive,,,,,,,,Kuri(Bakura Town),
Zombie,,,,,,,,,,,,,,
Wallace,Chapter 552;Episode 461[1],Spade Pirates[1],Pirate[1],,Alive,,,,,,,,,
Wallem,Chapter 561;Episode 470[1],Ally of theWhitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
Wanda,Chapter 804;Episode 753[1],Mokomo Dukedom;Inuarashi Musketeer Squad;[2]Ninja-Pirate-Mink-Samurai Alliance(disbanded),Musketeer;[2]Kingsbird(former)[3],Grand Line(Mokomo Dukedom)[4],Alive,28[4],November 1st[5],"181 cm (5'11"")[4]",,F[4],,,Zou,
